,sex,pop,GOL,XCB,ZYB,BBH,BNL,BPL,NPH,NLH,NLB,OBH,popsex
499,M,Hwhite,182,15,133,134,101,98,65,49,27,35,HwhiteM
500,M,Hwhite,181,145,136,14,109,98,71,53,29,33,HwhiteM
501,M,Hwhite,178,148,133,131,96,97,68,48,24,31,HwhiteM
502,M,Hwhite,184,149,137,134,97,97,72,52,23,34,HwhiteM
503,M,Hwhite,181,14,129,137,102,97,7,52,25,33,HwhiteM
504,M,Hwhite,19,151,142,139,108,97,7,53,25,33,HwhiteM
505,M,Hwhite,19,151,145,137,102,97,76,52,0,35,HwhiteM
506,M,Hwhite,186,144,128,131,107,97,69,54,26,34,HwhiteM
507,M,Hwhite,175,146,134,14,104,96,72,51,24,33,HwhiteM
508,M,Hwhite,183,139,13,136,103,96,72,52,25,33,HwhiteM
509,M,Hwhite,177,133,131,125,10,96,74,53,27,36,HwhiteM
510,M,Hwhite,19,143,131,14,105,96,72,52,26,34,HwhiteM
511,M,Hwhite,178,141,135,136,99,95,7,52,24,34,HwhiteM
512,M,Hwhite,169,138,129,127,98,94,62,46,24,32,HwhiteM
513,M,Hwhite,167,137,132,137,95,94,64,48,27,31,HwhiteM
514,M,Hwhite,175,141,125,13,103,94,64,48,25,33,HwhiteM
515,M,Hwhite,188,147,136,139,102,94,7,51,24,33,HwhiteM
516,M,Hwhite,175,145,128,131,10,93,61,46,26,29,HwhiteM
517,M,Hwhite,172,142,133,134,98,92,73,5,25,35,HwhiteM
518,M,Hwhite,172,14,124,132,99,92,66,5,23,32,HwhiteM
519,M,Hwhite,19,15,134,134,10,92,74,54,28,35,HwhiteM
520,M,Hwhite,176,145,13,133,99,92,7,5,22,32,HwhiteM
521,M,Hwhite,186,15,138,136,102,92,66,5,25,32,HwhiteM
522,M,Hwhite,183,145,132,13,10,92,72,52,23,32,HwhiteM
523,M,Hwhite,185,15,139,13,99,92,73,54,23,35,HwhiteM
524,M,Hwhite,185,138,125,129,95,91,58,45,23,31,HwhiteM
525,M,Hwhite,169,147,129,132,96,91,68,46,24,34,HwhiteM
526,M,Hwhite,188,142,127,134,10,9,74,54,24,33,HwhiteM
527,M,Hwhite,176,141,13,134,98,88,63,49,23,32,HwhiteM
528,M,Hwhite,18,138,132,137,99,87,62,46,25,31,HwhiteM
529,M,Hwhite,183,143,134,129,97,85,71,51,24,38,HwhiteM
530,M,Hwhite,171,144,135,127,94,85,7,5,27,35,HwhiteM
531,M,Hwhite,18,141,131,129,96,0,0,53,24,34,HwhiteM
532,M,Hwhite,176,152,142,133,101,0,0,0,0,33,HwhiteM
533,M,Hwhite,182,149,142,142,104,0,0,47,3,3,HwhiteM
534,M,Hwhite,174,144,129,127,93,0,0,0,22,33,HwhiteM
535,M,Hwhite,178,144,128,126,96,0,0,49,23,33,HwhiteM
536,M,Hwhite,177,136,127,131,103,0,0,0,0,0,HwhiteM
537,M,Hwhite,186,138,118,13,98,0,0,49,24,33,HwhiteM
538,M,Hwhite,18,139,125,125,98,0,0,49,24,34,HwhiteM
539,M,Hwhite,182,134,125,127,99,0,0,48,24,3,HwhiteM
540,M,Hwhite,182,134,125,128,99,0,0,48,24,3,HwhiteM
541,M,Hwhite,177,148,139,144,103,0,0,0,25,31,HwhiteM
542,M,Hwhite,172,142,131,133,102,0,0,46,23,31,HwhiteM
543,M,Hwhite,179,144,134,131,93,0,0,49,25,31,HwhiteM
544,M,Hwhite,187,151,129,133,101,0,0,51,27,32,HwhiteM
545,M,Hwhite,18,146,13,126,9,0,0,45,24,34,HwhiteM
546,M,Hwhite,181,143,129,135,102,0,0,0,22,37,HwhiteM
547,M,Hwhite,182,147,133,136,103,0,0,0,0,37,HwhiteM
548,M,Hwhite,185,152,136,137,101,0,0,0,0,0,HwhiteM
549,M,Hwhite,186,141,127,134,97,0,0,5,22,34,HwhiteM
550,M,Hwhite,185,146,136,137,104,0,0,47,24,34,HwhiteM
551,M,Hwhite,184,151,141,139,102,0,0,58,31,29,HwhiteM
552,M,Hwhite,186,142,129,135,99,0,0,0,27,32,HwhiteM
553,M,Hwhite,184,148,141,146,102,0,0,55,23,32,HwhiteM
554,M,Hwhite,184,138,134,136,106,105,67,51,27,32,HwhiteM
555,M,Hwhite,189,15,135,137,102,102,71,53,22,34,HwhiteM
556,M,Hwhite,185,142,13,126,99,101,68,49,23,3,HwhiteM
557,M,Hwhite,193,135,133,137,105,10,72,52,24,36,HwhiteM
558,M,Hwhite,186,132,122,121,99,10,68,48,22,35,HwhiteM
559,M,Hwhite,19,145,129,135,99,10,68,51,21,33,HwhiteM
560,M,Hwhite,181,141,131,139,97,99,74,5,26,33,HwhiteM
561,M,Hwhite,188,134,128,135,101,99,66,5,25,32,HwhiteM
562,M,Hwhite,188,136,125,125,103,98,69,51,25,35,HwhiteM
563,M,Hwhite,189,138,135,133,103,97,72,52,23,32,HwhiteM
564,M,Hwhite,184,143,138,132,104,97,59,47,27,34,HwhiteM
565,M,Hwhite,192,137,135,138,103,97,66,51,25,31,HwhiteM
566,M,Hwhite,196,148,132,142,108,97,73,54,24,38,HwhiteM
567,M,Hwhite,188,146,14,135,104,97,72,52,25,35,HwhiteM
568,M,Hwhite,196,148,131,137,98,97,74,52,25,37,HwhiteM
569,M,Hwhite,177,135,127,13,99,96,74,51,24,32,HwhiteM
570,M,Hwhite,188,14,128,124,99,96,68,52,23,31,HwhiteM
571,M,Hwhite,192,145,132,142,102,96,6,46,23,3,HwhiteM
572,M,Hwhite,19,141,135,136,10,96,68,53,24,34,HwhiteM
573,M,Hwhite,191,148,135,13,103,96,73,52,25,35,HwhiteM
574,M,Hwhite,186,134,119,129,94,95,65,46,23,31,HwhiteM
575,M,Hwhite,177,137,122,132,101,95,68,51,25,31,HwhiteM
576,M,Hwhite,187,145,132,14,104,95,67,48,23,3,HwhiteM
577,M,Hwhite,184,143,127,131,97,94,7,53,24,34,HwhiteM
578,M,Hwhite,193,138,139,129,10,94,75,53,28,34,HwhiteM
579,M,Hwhite,187,137,13,123,102,94,73,57,19,4,HwhiteM
580,M,Hwhite,185,144,138,132,99,94,78,54,22,0,HwhiteM
581,M,Hwhite,187,145,125,123,95,92,64,45,22,35,HwhiteM
582,M,Hwhite,184,138,135,137,95,92,65,5,33,31,HwhiteM
583,M,Hwhite,183,141,131,124,10,9,74,55,25,39,HwhiteM
584,M,Hwhite,177,137,124,126,95,89,7,52,23,32,HwhiteM
585,M,Hwhite,185,139,124,135,10,88,7,52,0,35,HwhiteM
586,M,Hwhite,181,131,117,126,98,86,68,5,2,35,HwhiteM
587,M,Hwhite,191,142,125,131,107,0,0,0,0,32,HwhiteM
588,M,Hwhite,195,141,136,129,97,0,0,0,0,0,HwhiteM
589,M,Hwhite,196,145,134,137,102,0,0,0,0,0,HwhiteM
1,M,San,185,131,119,126,105,106,65,46,27,30,SM
2,M,San,193,129,130.6097614,133.8441555,104.0410466,103.0463254,67.59151212,49.86531963,28.94305969,35,SM
3,M,San,197,135.4133335,132.343692,137.258631,105.4318109,104.556271,67.75914508,49.74039905,29,33,SM
4,M,San,184,134,126.686179,141,105.5,104,60,43,23,33,SM
5,M,San,201,137,139.7050581,144,110.446025,105.2825859,71.65931411,51.25233299,26,37,SM
6,M,San,175,140,127,125,93,92,62.5,45,26,33,SM
7,M,San,177,137,128,122,94,97,64,45,28,30,SM
8,M,San,184,131,131,128,94,102,71,51,26,34,SM
9,M,San,185,127,132,135,105,101,66.5,45,25,31,SM
10,M,San,169.8173234,128.2484572,116.3473753,125.1229605,90.20995026,90.10988832,53,39,22,31,SM
11,M,San,186,139,123,138,102,104,63,45,23,30,SM
12,M,San,174,132,122,128,93,92,63,43.5,26.5,35,SM
13,M,San,185,134,128,123,101,103,65,48,27,32,SM
14,M,San,174,140,118,128,92,91,55,39,21,31,SM
15,M,San,175,130,121.5179758,126,93,95.64995435,59.41603017,43.36197471,26.91695762,30,SM
16,M,San,180,133,121,130,96,97.87437182,57.05824283,41,28,30,SM
17,M,San,194,128,130.235806,132.1253629,104.5674773,104.4107716,65.92065736,48.56705182,28.63167302,32.47035385,SM
18,M,San,185,144,128,128,99,100,64,45,30,34,SM
19,M,San,182,135,125,122,97,97.67147766,62.83840575,45.59832094,26.79574705,31.58399626,SM
20,M,San,175,130,122,125,95,90,64,42,24.5,30,SM
21,M,San,173,139,128,119,95,93,61,47,30.5,31,SM
22,M,San,197,142,128,133,99,99.48007799,58,42,28,31,SM
23,M,San,184,145,132.111599,113,95,92,64,48,26,33.1222362,SM
24,M,San,166,125,107,118,88,90,53,41,22,26,SM
25,M,San,180,131,123.8823617,128,96,92,63,47,24,34,SM
26,M,San,173,138,123,124,89,91,63,45,24,31.5,SM
27,M,San,174,132,118.9869776,124,94,86,61,45,26,31,SM
452,M,thai,170,139,132,136,98,95,64,48,28,32,thaiM
453,M,thai,172,133,127,133,97,93,66,49,26,32,thaiM
454,M,thai,171,128,131,130,99,99,64,49,29,30,thaiM
455,M,thai,174,130,133,139,97,94,76,53,24,34,thaiM
456,M,thai,167,136,126,133,95,98,67,48,29,35,thaiM
457,M,thai,175,139,135,139,100,98,67,54,28,31,thaiM
458,M,thai,172,137,126,136,98,93,62,46,23,32,thaiM
459,M,thai,175,141,136,136,101,110,64,46,29,28,thaiM
460,M,thai,178,140,137,139,104,108,72,55,27,36,thaiM
461,M,thai,175,133,135,140,101,88,63,52,27,34,thaiM
462,M,thai,178,126,137,138,98,98,75,57,26,32,thaiM
463,M,thai,176,145,137,134,96,104,80,54,25,34,thaiM
464,M,thai,189,136,136,145,113,112,74,52,31,32,thaiM
465,M,thai,168,135,132,135,99,103,63,48,27,31,thaiM
466,M,thai,175,139,131,139,102,92,72,54,26,34,thaiM
467,M,thai,183,128,140,145,105,109,76,55,29,32,thaiM
468,M,thai,165,131,125,133,92,94,62,47,29,29,thaiM
469,M,thai,168,134,126,133,97,98,63,46,28,30,thaiM
470,M,thai,177,135,139,131,98,98,73,56,28,34,thaiM
471,M,thai,178,142,137,138,105,108,75,56,28,35,thaiM
472,M,thai,173,139,131,142,100,99,69,52,25,32,thaiM
473,M,thai,170,132,129,132,99,102,72,52,29,33,thaiM
474,M,thai,172,138,134,136,98,95,66,45,28,28,thaiM
475,M,thai,164,134,132,129,93,93,70,49,26,34,thaiM
476,M,thai,168,127,132,132,100,94,73,56,28,36,thaiM
477,M,thai,179,139,137,139,100,96,68,51,29,31,thaiM
478,M,thai,172,137,134,146,100,92,66,49,24,32,thaiM
479,M,thai,168,140,129,135,106,89,67,52,27,35,thaiM
480,M,thai,158,139,132,130,98,99,69,53,28,30,thaiM
481,M,thai,173,134,130,140,104,97,71,51,25,35,thaiM
482,M,thai,173,137,136,134,98,103,78,52,25,33,thaiM
483,M,thai,181,124,140,140,103,104,73,53,30,31,thaiM
484,M,thai,164,122,123,133,101,108,71,49,26,32,thaiM
485,M,thai,168,139,132,137,100,101,71,54,28,30,thaiM
486,M,thai,177,137,138,138,102,104,73,58,31,31,thaiM
487,M,thai,180,134,133,140,104,101,74,55,26,34,thaiM
229,M,W,191,148,135,146,104,102,66,51,25,35,WM
230,M,W,183,132,133,139,107,105,67,49,27,31,WM
231,M,W,187,145,132,134,96,97,73,55,24,38,WM
232,M,W,189,134,131,131,107,104.1494187,68.52453675,51,27,35,WM
233,M,W,188,143,126,141,98,92,72,56,25,35,WM
234,M,W,194,144,131,140,102,100,70,50,26,33,WM
235,M,W,191.4331665,135,132,138.8866835,107,95,71,55,24,34,WM
236,M,W,190,133,127,130,100,93,67,51,23,38,WM
237,M,W,187,143,127,141,98,92,74,56,24,35,WM
238,M,W,179,133,119,127,96,95,66,48,22,34,WM
239,M,W,194,146,131,140,108,98.93123935,75.76847975,57,23,36,WM
240,M,W,191,134,128,134,102,101,67,52,26,34,WM
241,M,W,191,129,124,132,104,92,68,54,25,37,WM
242,M,W,183.2423899,130,124,131.6480456,99,93,73,54,22,36,WM
243,M,W,191,134,131,133,101,96,76,53,25,35,WM
244,M,W,178,128,119,124,95,94,69,51,24,36,WM
245,M,W,186.4177484,139,126,138.9479618,103,93,72,52,21,34,WM
246,M,W,191,144,132,133,105,99,68,52,25,35,WM
247,M,W,186.443523,130,118,131.3630939,104,103,71,54,26,37,WM
248,M,W,190,137,128,139,105,96,76,56,27,37,WM
249,M,W,188,139,123,142,105,94,72,53,22,35,WM
250,M,W,176,138,130,132,94,96,69,51,30,31,WM
251,M,W,184.8426369,138,132,134.1877732,100,93,66,50,24,37,WM
252,M,W,178,134,125,140,95,82,66,51,21,34,WM
253,M,W,199.7733636,147,134.7263811,146.5234372,112,96,73,54,27,36,WM
254,M,W,183.9074111,152,128,134.3191894,96,95,69,52,24,38,WM
255,M,W,186.9683621,141.2904889,135,137.2549069,99,92,74,54,22,35,WM
256,M,W,172,130,118,124,92,86,67,51,24,35,WM
257,M,W,184,136,128,139,104,99.57274265,67.06445976,49,24,34,WM
258,M,W,189,146,131,139,104,97,69,53,21,34,WM
259,M,W,179,131,120,133,100,92,59,47,25,32,WM
260,M,W,172,130,118,124,92,86,67,51,24,35,WM
261,M,W,191,132,132,136,107,103,68,52,29,40,WM
262,M,W,191,148,135,146,104,102,66,51,25,35,WM
263,M,W,195.5849406,139.0617817,136,138.4345565,106,101.2283697,75.36950582,57,28,36,WM
264,M,W,184.3023269,139,129,133.6805184,98,93,68,52,26,32,WM
265,M,W,190,146,133,136,96,91,70,54,24,35,WM
266,M,W,183,136,120,140,104,93,69,56,25,35,WM
267,M,W,190,139,125,136,105,99.24326566,68.63187661,51,25,32,WM
268,M,W,195,134,134,133,110,100,71,56,25,37,WM
269,M,W,181,143,131,140,98,95.84917029,65.7928184,47,24,35,WM
270,M,W,184,136,129,136.3362523,105,99.84452508,67.5535752,50,24,35,WM
271,M,W,194.1800945,134,134,145,106,93,76,58,25,33,WM
272,M,W,183,136,130,131,101,94,70,51,24,36,WM
273,M,W,195,136,129,146,107,97,76,54,24,37,WM
274,M,W,193,138,134,140,112,107.9698001,70.25995768,53,31,34,WM
275,M,W,182,142,128,132,97,87,64,50,24,35,WM
276,M,W,183,145,125,142,103,94,65,51,26,34,WM
277,M,W,180,140,131,133,104,94,67,49,22,32,WM
278,M,W,184.4853239,138,125,145,107,104,70,53,26,34,WM
279,M,W,185,141,127,145,98,90,68,50,26,32,WM
280,M,W,187.9953081,132.4132297,125,138.0218486,108,100.9844062,68.39662977,50,22,35,WM
281,M,W,192,145,135,133,101,93,75,56,22,38,WM
282,M,W,184,140,134,137,103,94,63,45,25,33,WM
283,M,W,191,139,127,139,110,100,67,51,26,34,WM
284,M,W,193,138,134,144,100,93,74,56,25,37,WM
285,M,W,180,140,130,136,98,89,64,47,25,34,WM
286,M,W,193,135,126,144,100,93,72,54,24,36,WM
287,M,W,185,142,132,143,100,97,70,54,23,33,WM
288,M,W,201,148,132,143,106,103.9785451,71.33693944,53,32,32,WM
