psraid,state,density,cregion,usr,q1,q2,q3,q5,q7a,q7b,q7c,q7d,q9,q10,q15a,q15b,q15c,q15d,q15e,q16a,q16b,q16c,q16d,q16e,q20,q21,q22,q23,q24,q24oe_1,q24oe_2,q24oe_3,q25,q26,q27,q33,q34,q40,q46m1,q46m2,q47m1,q47m2,q47m3,q47m4,q47m5,q47m6,q47m7,q48,q49,q50,q51,q52,q55,q55af1,q55bf1,q55cf1,q55df1,q55ff2,q55gf2,q55hf2,q55if2,q58a,q58b,q61f1,q63f2,q64,q66,party,partyln,q68,q69,q70,q71a,q71b,q71c,q71d,q71e,q71f,q71g,q73,q74,q74a,q74a_OE1,q74a_OE2,q74a_OE3,q75,q76,q77,q78,q79a,q79b,q79c,q79d,q79e,sex,age,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birthhisp,chr,relig,born,attend,income,reg,ideo,teapart2,pvote12a,pvote12b,q83,hh1,hh3,lc3,money2,q24vb,q70os,q74avb
201254,12,2,3,S,2,2,1,2,1,4,3,3,4,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,99,,,9,,1,4,3,3,1,,7,,,,,,,2,2,1,2,9,1,3,1,3,1,,,,,2,1,2,,3,2,3,1,2,,99,3,2,2,1,8,2,1,2,2,1,99,,,3,,1,9,3,3,3,3,3,2,51,6,2,1,,,,,,2,2,2,7,1,3,1,1,2,3,3,2,2,1,I REALLY HAVE NO CLUE,,ITS NOT SO MUCH POLICIES IT ALL HAS TO DO WITH THE ELECTION
201264,51,5,3,U,1,1,2,2,1,1,4,4,4,1,2,1,1,1,1,1,2,2,2,2,3,1,2,1,,,,,2,1,1,4,3,4,5,,,,,,,,,,2,2,2,2,1,,,,,1,1,2,2,2,1,,1,2,1,3,1,2,,20,4,3,3,2,5,5,4,2,1,,,,,3,,1,1,3,3,3,3,3,1,23,3,2,2,5,,,,,13,1,3,3,1,3,3,1,1,3,4,4,,9,,OBAMA,
201268,12,3,3,U,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,6,,,2,1,1,3,1,4,1,2,1,,,,,,,2,2,2,2,2,1,,,,,1,1,2,1,2,2,,1,1,3,3,1,2,,99,5,5,5,2,5,2,5,2,2,1,96,,,2,,1,1,3,2,2,3,3,1,57,3,2,1,,,,,,1,1,4,4,1,2,2,2,,1,2,2,1,9,EVERYTHING,,ALL OF THEM
201280,1,2,3,U,2,2,1,1,3,4,2,3,4,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,98,,,2,1,1,4,3,2,5,2,,,,,,,,,2,2,2,2,1,1,2,1,1,,,,,2,1,2,,1,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,3,2,1,,,,,,10,,6,10,3,3,1,,,,3,9,,1,SOMETHING THEY DONT WANT US TO KNOW ABOUT<,,
201286,13,3,3,S,1,1,2,1,8,2,3,8,1,2,1,1,2,2,2,2,1,1,1,1,1,1,9,1,,,,,2,9,2,3,3,1,2,5,,,,,,,,,1,2,2,2,1,2,1,2,3,,,,,1,9,1,,2,2,2,,,2,,,,,,,,,,,,,,,,3,,,,,,,,2,24,6,2,2,,,,,,1,2,2,5,1,2,2,1,1,1,2,2,,9,,,
201295,32,1,4,R,2,2,9,1,2,3,2,2,3,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,8,,,2,1,1,4,2,1,5,1,7,5,,,,,,,1,2,2,2,1,1,2,2,1,,,,,1,1,2,,2,2,3,2,,2,,,,,,,,,,,,,,,,3,,,,,,,,1,23,4,1,7,,,,1,,2,2,5,3,3,3,3,,,,4,4,,9,THEY KEEP TRACK OF ITS PEOPLE-ANY ILLEGAL ACTIVITY GOING ON IN THE COUNTRY.,,
201313,48,5,3,S,1,9,2,1,3,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,8,,,2,2,1,4,3,2,5,1,5,,,,,,,,2,9,2,2,1,2,2,3,1,,,,,2,2,2,,1,2,2,,,2,,,,,,,,,,,,,,,,2,,,,,,,,1,23,6,1,1,,,,1,,2,2,2,6,1,3,3,1,1,4,5,4,2,9,SOLVING CRIME OR SOMETHING OF THAT NATURE,,
201322,6,5,4,S,2,1,1,2,4,2,3,4,2,4,1,2,2,2,2,2,2,1,1,1,3,2,1,1,,,,,9,,2,3,2,3,1,5,5,,,,,,,,9,2,2,2,1,2,2,3,2,,,,,1,9,2,,9,1,3,2,,2,,,,,,,,,,,,,,,,3,,,,,,,,2,76,6,2,1,5,,,,,1,1,4,4,1,3,2,1,1,1,2,2,3,1,,,
201333,48,5,3,S,2,1,2,2,3,3,3,4,3,1,2,1,1,2,2,2,1,1,1,1,1,2,2,1,,,,,2,1,1,3,3,2,3,5,,,,,,,,,2,1,1,1,1,1,2,2,1,,,,,2,1,2,,1,1,3,2,,1,,,,,,,,,,,,,,,,2,,,,,,,,1,44,8,2,1,,,,,2,11,,3,9,1,3,3,1,1,4,4,2,1,9,,,
201344,49,2,4,U,9,9,2,9,4,8,4,8,1,4,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,3,4,,2,2,1,3,3,3,2,4,,,,,,,,1,2,2,2,2,1,2,2,2,1,,,,,2,1,1,,2,1,3,2,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,26,5,2,1,,,,,,2,2,5,1,3,5,3,,,,4,3,,9,"KEEP TAPS ON REGULAR CITIZEN, MORE CONTROLLING OVER OUR CELL PHONES, SOCIAL MEDIA, BEING CONTROLLING THE INDIVIDUALS INTELLECTUAL",,
201374,55,3,2,U,1,1,1,1,3,2,2,4,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,,,,,2,1,1,3,3,1,5,1,5,3,,,,,,,2,1,2,2,1,1,3,2,1,,,,,1,1,2,,1,2,3,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,1,48,8,2,3,,,,,,8,,4,8,1,3,2,1,1,4,4,3,2,9,,,
201391,42,4,1,U,2,2,2,1,1,4,3,4,4,4,2,1,9,9,1,1,2,9,2,2,1,2,9,9,,,,,2,1,1,9,3,9,6,,,,,,,,,2,2,9,9,2,1,,,,,2,2,9,1,2,1,,1,1,2,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,6,2,9,,,,,,2,2,4,9,1,9,1,1,3,2,8,2,,9,,,
201397,49,1,4,R,2,2,9,9,2,3,8,3,2,1,2,1,1,1,1,2,2,2,1,2,2,2,9,2,1,99,,,9,,1,3,1,3,3,5,,,,,,,,,2,1,2,1,1,,,,,1,1,3,3,2,2,,1,1,9,3,1,2,,6,5,5,5,5,5,5,5,1,2,1,99,,,3,,1,1,3,3,3,9,3,1,34,5,2,1,,,,,,3,2,2,4,3,2,3,,,,1,,,9,THAT I HAVE NO IDEA; WHEN THE ABILITY IS THERE WE USE IT,,NOT SURE
201418,48,4,3,U,2,2,1,1,3,4,3,3,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,1,2,,,2,2,1,2,3,1,1,3,5,,,,,,,2,2,2,2,2,1,1,1,2,1,,,,,1,2,1,,2,3,3,1,2,,8,2,2,2,2,8,2,3,2,1,,,,,3,,1,1,1,3,3,1,3,2,53,8,1,1,,,,2,,1,1,4,4,1,2,1,2,,3,1,,,9,POLITICAL PURPOSES,,
201427,22,2,3,S,2,2,1,1,3,4,4,4,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,3,,,2,2,1,4,3,4,3,5,,,,,,,,,2,2,2,2,1,1,2,2,2,,,,,1,2,1,,1,3,3,1,1,,8,4,2,4,3,2,2,2,2,1,,,,,1,,2,1,2,2,2,2,3,1,60,6,2,1,,,,,,2,2,2,7,1,1,1,1,2,1,2,2,1,9,PERSONAL INFORMATION,,
201432,48,3,3,U,1,1,1,9,3,1,1,1,1,9,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,,,,1,,2,3,1,3,2,1,1,,,,,,,2,2,2,2,2,1,,,,,2,3,2,2,2,1,,2,2,1,2,,,1,,,,,,,,,,,,,,,,2,,,,,,,,1,78,1,1,7,,,,3,,2,1,4,1,1,3,3,1,1,3,2,2,2,9,,,
201444,48,5,3,U,2,2,2,1,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,,,2,9,1,3,3,4,5,,,,,,,,,,1,2,1,1,1,1,2,1,2,,,,,2,1,2,,2,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,41,2,2,1,,,,,,1,1,4,2,3,3,3,,,,6,2,,9,TO BE IN OUR BUISNESS WE HAVE NO PRIVACY ANYMORE,,
201450,48,4,3,U,2,1,2,1,4,3,4,4,2,4,2,1,2,2,1,2,2,1,1,1,2,1,1,9,,,,,1,,1,4,3,3,1,2,4,,,,,,,1,2,2,2,2,1,2,2,2,1,,,,,1,1,2,,1,1,2,,,1,,,,,,,,,,,,,,,,2,,,,,,,,2,26,6,1,7,,,,1,,1,1,2,5,1,3,3,1,1,1,1,,,1,,,
201464,33,2,1,R,2,1,9,1,3,3,2,2,3,2,2,2,2,2,2,2,1,2,2,2,3,1,1,2,9,99,,,9,,1,3,3,2,1,,9,,,,,,,2,2,2,2,1,1,,,,,1,1,2,1,2,1,,2,1,9,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,51,4,2,1,,,,,,1,2,4,1,1,2,3,1,1,3,2,2,,9,,,
201488,48,2,3,U,9,9,2,1,8,8,1,8,9,3,2,1,1,1,9,2,2,1,9,9,1,9,1,2,9,99,,,2,1,9,4,3,4,1,5,5,4,,,,,,,1,2,2,2,1,1,1,2,1,,,,,2,1,3,,1,2,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,4,1,5,7,,,1,,2,2,1,10,1,5,3,1,9,2,2,2,,1,,,
201494,13,4,3,S,2,1,2,1,3,2,3,3,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,,,2,1,1,4,2,2,1,5,2,4,3,7,,,,,1,2,2,2,1,2,2,1,2,,,,,1,1,2,,2,1,2,,,1,,,,,,,,,,,,,,,,2,,,,,,,,2,24,6,2,2,,,,,,13,9,2,3,3,1,3,,,,1,,,9,FOR THE NEXT PRESIDENTIAL ELECTION,,
201511,29,2,2,S,2,2,1,2,2,3,2,8,2,1,2,1,1,1,1,1,1,1,2,1,1,9,2,1,,,,,2,1,9,3,2,3,5,1,7,,,,,,,,1,2,2,2,1,2,3,2,2,,,,,1,1,1,,2,3,1,,2,,1,1,8,2,8,8,8,8,2,2,1,6,,,2,,1,1,2,9,1,2,3,1,44,6,2,1,,,,,,12,,6,4,1,2,1,1,2,4,5,2,1,9,,,MIDDLE HEALTH CARE
201520,29,4,2,S,2,2,9,2,3,3,4,4,3,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,4,,,2,1,9,4,2,4,1,5,2,,,,,,,,2,2,2,2,1,,,,,2,2,1,9,9,1,,2,2,1,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,72,3,2,9,,,,,,12,,6,6,1,2,3,1,9,1,4,4,,9,GOING INTO INDIVIDUALS PHONES,,
201528,29,4,2,S,1,9,1,2,8,8,8,8,1,1,9,9,9,9,9,2,1,9,1,9,1,1,1,2,1,8,,,2,1,1,3,2,1,1,5,4,6,,,,,,,2,2,2,1,1,2,2,2,1,,,,,2,1,1,,2,9,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,3,2,1,,,,,,2,2,5,10,2,9,3,,,,3,2,1,9,CRIMINALS AND HOW TO FIND THEM,,
201543,48,4,3,U,2,1,2,1,4,1,8,8,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,8,,,2,1,1,3,1,2,3,1,5,,,,,,,1,2,2,2,2,1,,,,,2,2,2,2,1,1,,2,2,2,2,,,2,,,,,,,,,,,,,,,,3,,,,,,,,1,25,1,1,1,,,,1,,2,2,5,3,1,3,3,1,1,4,7,4,,9,DRUGS,,
201550,17,5,2,U,1,1,9,9,8,8,8,8,2,1,9,9,9,9,9,9,9,9,9,9,2,9,9,2,1,98,,,1,,2,3,9,4,6,,,,,,,,,1,2,9,2,2,1,,,,,1,1,1,3,1,2,,2,2,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,3,2,2,,,,,,1,2,1,6,3,9,3,,,,2,2,1,1,CONSPIRACY,,
201559,55,3,2,U,1,1,1,2,2,2,3,3,2,1,2,9,1,2,1,1,1,1,1,1,2,1,1,1,,,,,2,1,1,2,1,1,2,5,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,2,1,2,,1,1,3,1,2,,11,8,2,2,3,5,2,2,1,2,1,1,,,3,,2,2,3,1,1,1,3,1,53,6,2,1,,,,,,12,,6,6,1,3,3,1,2,1,2,2,3,1,,,ABORTION: SHOULD BE LEGALIZED. REPUBLICANS SHOULD LEAVE IT ALONE.
201562,19,3,2,S,1,1,2,1,3,3,2,3,1,4,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1,8,,,2,2,2,2,1,3,3,1,1,,,,,,,2,1,2,2,2,1,,,,,1,1,2,1,1,2,,2,1,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,5,2,2,,,,,,1,1,2,5,1,3,2,1,1,1,3,2,,9,"DIFFERENT CRININAL ACTIVITIES LIKE PETAFILES, CRIMNALS COMPUTERS, DRUGS WHITE COLLAR CRIMES",,
201589,26,4,2,S,2,2,1,2,3,4,3,4,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,,,2,2,2,4,3,3,3,5,,,,,,,,,2,2,2,1,1,2,2,2,3,,,,,2,1,2,,2,3,3,1,1,,20,2,2,3,2,8,2,2,1,1,,,,,1,,2,2,2,3,2,2,3,1,60,3,2,1,,,,,,2,2,3,7,1,2,1,1,2,1,3,3,2,9,POLITICAL AGINST THEIR OPONENTS,MARK STEIN,
201642,21,1,3,S,1,9,1,2,4,4,2,8,1,9,2,1,1,1,1,2,1,2,1,2,1,2,1,1,,,,,2,1,2,2,3,9,5,2,,,,,,,,,2,2,2,2,1,2,2,2,3,,,,,1,2,1,,1,9,4,1,1,,99,8,8,8,8,8,8,8,1,2,9,99,,,3,,2,1,3,3,9,2,2,1,21,3,1,1,7,,,1,,10,,6,3,3,2,3,,,,1,,,1,,,
201676,21,4,3,U,2,1,2,1,4,1,3,4,2,3,1,2,2,2,2,2,1,1,1,1,2,2,1,1,,,,,1,,2,4,3,3,1,,4,5,,,,,,2,2,1,1,2,1,,,,,1,1,2,2,2,1,,1,2,3,2,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,67,2,2,1,,,,,,13,1,2,2,1,1,2,1,1,1,2,2,2,1,,,
201700,6,5,4,U,2,1,2,1,4,3,8,3,9,1,1,2,2,2,2,2,2,1,1,2,2,2,2,9,,,,,1,,1,4,3,1,5,3,,,,,,,,,1,2,2,2,1,,,,,3,3,3,3,9,1,,1,1,1,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,54,6,1,7,,,,1,9,11,,5,3,1,5,2,1,1,2,2,2,1,9,,,
201709,6,5,4,S,2,1,9,9,4,4,3,3,4,2,1,9,1,2,2,2,9,1,1,2,1,2,1,1,,,,,2,2,1,4,3,9,1,,1,,,,,,,2,1,2,2,2,1,,,,,1,1,2,2,1,1,,2,1,1,3,2,,9,,,,,,,,,,,,,,,,1,,,,,,,,1,52,1,1,7,,,,3,,9,,6,4,3,3,3,,,,4,3,,9,,,
201723,41,4,4,U,2,1,2,1,4,2,3,4,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,,,,,9,,1,4,3,1,5,3,,,,,,,,,2,1,1,2,1,1,1,1,1,,,,,2,2,2,,2,1,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,40,8,2,1,,,,,,12,,6,9,1,5,2,1,1,1,1,,,9,,,
201735,8,1,4,S,2,2,1,1,2,2,1,4,2,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,9,4,,2,1,1,2,3,3,5,1,8,,,,,,,,2,2,2,2,1,,,,,2,2,1,3,2,1,,1,2,2,3,1,2,,88,2,2,2,2,2,3,2,2,2,1,85,,,2,,2,2,2,1,3,3,3,2,40,8,2,1,,,,,,10,,3,6,1,3,2,2,,2,1,,,9,MONEY AND POWER AND CONTROL,,"THEY ARE NOT MODERATE, NEED TO BRING BACK TO MIDDLE, EVRYONE IS OUT FOR THERE SELVES"
201738,6,2,4,S,1,1,1,2,4,1,1,4,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,,,,,2,2,1,3,1,2,2,1,6,5,7,2,4,3,1,2,2,2,2,2,1,,,,,1,1,1,9,1,1,,1,1,2,2,,,2,,,,,,,,,,,,,,,,2,,,,,,,,1,78,3,2,1,,,,,,1,1,5,4,1,3,2,1,9,1,2,2,3,9,,,
201772,47,1,3,R,2,2,1,2,2,3,3,3,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,2,1,3,,,2,2,2,3,3,4,1,5,4,,,,,,,,2,2,2,2,1,2,2,2,3,,,,,1,2,2,,1,3,3,1,1,,1,1,3,4,3,5,3,3,2,2,1,98,,,1,,1,2,3,2,2,3,3,2,48,3,2,1,,,,,,1,1,1,4,1,1,3,1,2,1,5,4,1,1,I GUESS JUST TO KEEP AN EYE ON PEOPLE; ITS NOT JUST THE TERRORISTS JOB THE OUTSIDE BUT ON THE INSIDE TOO,,I AM A CHRISTIAN AND I BELIEVE THAT WE HAVE GOTTEN AWAY FROM WHAT OUR FOUNDING FATHERS WANTED
201799,40,3,3,U,2,2,1,2,3,3,8,4,2,9,2,2,2,1,2,1,2,2,1,2,1,1,9,9,,,,,2,1,1,3,3,2,1,5,7,5,,,,,,,2,2,2,2,1,2,2,2,2,,,,,2,9,3,,2,2,1,,1,,99,2,2,2,2,2,1,2,2,2,1,98,,,1,,2,2,2,3,2,3,3,1,55,6,2,1,,,,,,1,2,5,9,1,1,1,1,2,2,2,2,2,9,,,NEED TO STICK TO THEIR VALUES.
201813,40,1,3,R,1,1,9,9,1,5,5,1,2,2,1,1,1,9,1,9,1,1,1,1,3,2,9,9,,,,,2,1,2,2,3,1,1,3,7,,,,,,,2,2,9,1,1,1,,,,,1,1,1,1,2,2,,1,1,9,1,,1,,99,5,5,5,5,5,5,5,2,1,,,,,2,,1,1,9,9,9,3,3,1,70,2,2,2,,,,,1,99,1,2,10,1,3,8,1,1,1,1,,,1,,,
201821,6,5,4,U,1,1,2,9,2,3,4,8,3,9,2,2,1,1,2,1,1,1,9,2,3,1,2,2,9,99,,,9,,1,2,3,4,2,5,,,,,,,,,2,2,1,2,1,2,2,2,1,,,,,1,1,1,,2,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,2,2,2,,,,,,1,2,2,10,3,3,8,,,,2,2,,1,,,
201822,51,2,3,S,1,1,9,9,8,8,2,3,2,1,1,1,9,2,9,9,1,1,2,9,2,2,2,2,1,8,,,9,,1,3,1,2,5,1,5,,,,,,,,2,1,1,1,1,,,,,1,1,1,3,1,1,,1,1,2,3,2,,2,,,,,,,,,,,,,,,,3,,,,,,,,1,44,3,2,1,,,,,,10,,5,5,1,3,2,1,9,4,1,,,9,"PRETTY MUCH ANYTHING UP TO PEOPLE ORIGINIZED CRIME, PEOPLE TALIING ABOUT A BANK ROBBERY OR THE PEOPLE TALKING DOING BAD THINGS TO THE PRESIDENT",,
201866,27,1,2,R,2,1,2,1,3,2,2,3,2,4,1,1,2,2,2,2,2,1,1,1,1,1,1,1,,,,,9,,9,3,1,2,1,5,3,,,,,,,,2,2,2,2,1,2,1,1,1,,,,,1,2,1,,1,1,3,2,,2,,,,,,,,,,,,,,,,3,,,,,,,,2,53,5,2,1,,,,,,1,2,5,5,1,4,2,1,1,3,2,2,2,9,,,
201875,1,2,3,U,1,1,2,1,2,2,3,3,4,2,1,2,1,1,2,2,1,2,1,1,3,2,2,2,1,4,,,2,1,1,3,2,4,5,1,7,5,3,,,,,,2,1,1,1,1,,,,,2,2,2,1,2,1,,1,1,3,2,,,1,,,,,,,,,,,,,,,,2,,,,,,,,1,19,3,2,2,,,,,,1,1,2,1,1,1,3,1,1,4,3,3,3,1,"GET INTO PEOPLES BUSINESS AND INVADE THEIR PRIVACY AND SOMETHING TO DO WITH A MICOCHIP HAVING EVERYBODY INJECTED INTO THEM , A NEW WORLD ORDER, AND TO COUNT THE POPULATION OF THE PEOPLE, AND COULD BE A SITUATION WHERE THEY ARE TRYING TO PROVIDE MORE",,
201883,13,2,3,U,2,1,2,1,3,3,3,4,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,,,9,,2,4,3,2,5,1,6,,,,,,,,1,2,2,2,1,,,,,2,2,1,1,1,2,,1,1,2,2,,,2,,,,,,,,,,,,,,,,1,,,,,,,,1,33,6,2,2,,,,,,13,1,1,4,1,3,2,1,1,1,1,,,9,TO SEE IF PEOPLE APPROVE OR DISAPPROVE OF THE GOVERNMENT,,
201906,45,3,3,S,2,2,2,2,1,3,3,4,3,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,6,,,9,,2,4,3,3,1,2,7,3,,,,,,2,2,2,2,2,1,,,,,2,2,1,1,1,2,,1,2,2,3,1,1,,20,3,8,2,1,8,2,2,1,1,,,,,3,,2,2,3,3,3,3,2,2,59,4,2,1,,,,,,3,2,3,8,1,2,1,1,2,3,2,2,1,9,"COULD BE BLACKMAIL OR ANY NUMBER OF THINGS, FOR THEIRGOOD",THE GOVERNORS IN THE NEWS,
201915,53,1,4,U,2,1,1,1,3,2,2,4,3,4,1,1,9,2,1,2,1,1,1,9,1,2,2,2,1,8,,,2,2,1,3,3,2,4,5,,,,,,,,,2,9,2,2,1,,,,,1,1,1,3,2,2,,1,9,1,3,2,,9,,,,,,,,,,,,,,,,2,,,,,,,,1,27,8,2,1,,,,,,10,,6,5,1,4,2,1,1,1,1,,,1,ITS PROBABLY BEING USED IN DRUG WARS I WOULD HIGHLY SUSPECT ITS BEING USED IN INVESTIGATING FEDERAL CRIME,,
201930,5,2,3,U,2,2,1,2,3,3,2,4,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,,,2,2,2,3,3,2,1,5,7,,,,,,,,2,9,2,2,1,,,,,1,1,1,2,2,1,,1,1,3,1,,1,,88,2,3,2,2,2,1,2,2,2,1,20,50,,2,,1,1,2,3,1,1,3,1,70,4,2,1,,,,,,1,2,4,7,3,2,1,,,,2,2,,9,POLITICAL REASONS,,NATIONAL DEBT AND GET THE ECONOMY GOING
201939,4,3,4,U,2,2,1,2,3,4,3,4,4,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,6,,,2,2,1,4,3,3,5,3,,,,,,,,,2,2,2,2,1,,,,,2,2,1,1,2,1,,2,2,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,4,2,1,,,,,,3,1,2,8,1,1,1,1,2,4,5,2,,1,WHAT EVER THE HELL THEY WANT TO DESTROY NEXT,,
201953,36,1,1,S,2,1,1,2,4,2,3,3,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,3,,,2,1,2,4,2,2,5,1,1,,,,,,,,2,2,2,1,1,1,2,1,1,,,,,2,1,1,,1,2,3,2,,2,,,,,,,,,,,,,,,,3,,,,,,,,2,19,4,2,1,,,,,,13,1,4,10,1,3,3,1,1,1,5,3,,9,TO GET AN OVERALL FEEL IN WHAT CITIZENS ARE THINKING.,,
201958,49,4,4,S,2,2,2,1,2,3,2,3,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,6,,,9,,1,3,2,2,5,1,2,,,,,,,,2,2,2,2,1,,,,,1,1,2,2,2,1,,1,2,2,1,,1,,99,5,5,5,2,5,5,3,1,2,1,3,1,,2,,1,1,3,1,2,3,3,1,27,5,2,1,,,,,,3,2,2,4,2,3,3,,,,4,1,,9,SEEMS LIKE THAT THEY DO WHAT THEY WANT TO WITH THE INFORMATION THEY GET,,"IMMIGRATION, ABORTION"
201970,54,1,3,S,9,9,9,2,8,8,8,8,2,4,9,1,9,9,2,9,1,9,9,2,2,9,9,9,,,,,2,2,2,4,3,4,1,5,1,,,,,,,,1,9,2,2,1,,,,,1,1,1,3,1,2,,1,2,9,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,42,7,2,1,,,,,,1,2,1,5,3,9,3,,,,6,1,,9,,,
202018,24,4,3,S,1,1,2,1,4,1,3,3,9,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,6,,,2,9,1,3,2,2,3,2,,,,,,,,1,2,1,2,2,1,2,9,1,1,,,,,2,1,2,,1,1,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,46,5,2,1,,,,,,1,2,4,8,1,4,2,1,1,2,3,2,2,9,ANYTHING THAT CROSSES THEIR MINDS,,
202034,21,4,3,U,2,1,2,2,1,4,4,4,3,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,8,,,2,1,1,1,3,4,1,3,8,,,,,,,2,2,1,1,1,1,,,,,1,1,1,2,2,2,,1,1,3,3,1,2,,99,1,2,3,1,4,1,4,1,2,1,98,,,3,,1,1,3,2,1,3,3,1,45,1,1,7,,,,3,,2,2,3,2,3,2,1,,,,5,3,2,1,TO INVESTIGATE EVERYTHING GOING ON IN THE COUNTRY INCLUDING MURDER,,LOOK MORE OVER THE COUNTRY AND WHAT IS HAPPENING
202041,38,1,2,R,1,2,9,2,3,3,2,3,3,2,2,1,1,2,1,1,9,2,2,2,1,1,1,1,,,,,1,,9,3,3,2,4,,,,,,,,,1,2,1,2,9,1,9,9,1,1,,,,,9,9,2,,9,2,3,1,2,,2,2,2,1,2,8,8,1,2,2,1,1,3,,3,,1,1,1,1,1,1,1,1,64,8,2,1,,,,,,1,2,3,9,1,3,2,1,2,1,1,,,9,,,ABORTION AND IMMIGRATION
202046,35,1,4,R,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,8,,,2,2,2,4,2,4,1,,2,,,,,,,2,2,1,1,1,1,,,,,1,1,2,1,1,1,,1,2,2,2,,,1,,,,,,,,,,,,,,,,3,,,,,,,,2,46,4,1,7,,,,1,,2,1,3,3,1,4,3,1,1,1,2,2,,1,CRIMINAL ACTIVITY,,
202092,42,4,1,U,2,1,2,1,4,2,3,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,1,8,4,,2,9,1,3,1,3,5,1,3,,,,,,,,2,1,1,1,1,2,1,1,1,,,,,2,2,2,,1,1,2,,,2,,,,,,,,,,,,,,,,3,,,,,,,,1,19,3,2,2,,,,,,12,,3,3,1,4,3,1,1,1,4,4,2,1,DIRTY COPS; GOVERNMENT TAKING TOO MUCH POWER I DON'T LIKE IT,,
202122,34,5,1,S,1,1,1,1,3,3,1,4,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,2,,,2,1,1,3,3,2,2,5,,,,,,,,,2,2,2,2,1,,,,,1,1,1,1,2,2,,1,1,2,3,1,2,,2,3,3,1,3,3,3,1,2,2,1,2,1,,2,,2,1,1,3,1,3,1,1,28,6,2,1,,,,,,2,2,4,3,1,3,2,1,2,1,2,2,,9,ANY RANGE OF POLITCAL DEFINITELY CAN BE A PROBLEM,,THEIR STANCE ON GAY MARRIAGE AND ABORTION
202128,34,5,1,S,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,9,99,,,1,,1,1,3,1,5,,,,,,,,,,1,1,2,1,1,,,,,2,1,2,2,1,1,,1,1,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,6,2,3,,,,,,12,,5,1,1,4,3,1,3,1,3,3,1,1,,,
